round_shots,30,26,17
round_queries,30,78,459
round_k,1,4,13
round_shots,30,26,5
round_queries,30,78,235
round_k,1,4,23
round_shots,30,26,17
round_queries,30,78,459
round_k,1,4,13
round_shots,30,26,17
round_queries,30,78,459
round_k,1,4,13
round_shots,30,26,17
round_queries,30,78,459
round_k,1,4,13
round_shots,30,49,4
round_queries,30,147,196
round_k,1,4,24
round_shots,30,62,11
round_queries,30,186,429
round_k,1,4,19
round_shots,30,35,24
round_queries,30,105,648
round_k,1,4,13
round_shots,30,26,17
round_queries,30,78,459
round_k,1,4,13
round_shots,30,26,17
round_queries,30,78,459
round_k,1,4,13
round_shots,30,26,17
round_queries,30,78,459
round_k,1,4,13
round_shots,30,26,17
round_queries,30,78,459
round_k,1,4,13
round_shots,30,26,17
round_queries,30,78,459
round_k,1,4,13
round_shots,30,26,17
round_queries,30,78,459
round_k,1,4,13
round_shots,30,26,17
round_queries,30,78,459
round_k,1,4,13
round_shots,39,26,24
round_queries,39,78,648
round_k,1,4,13
round_shots,30,26,17
round_queries,30,78,459
round_k,1,4,13
round_shots,30,26,17
round_queries,30,78,459
round_k,1,4,13
round_shots,30,26,17
round_queries,30,78,459
round_k,1,4,13
round_shots,30,26,17
round_queries,30,78,459
round_k,1,4,13
round_shots,30,26,17
round_queries,30,78,459
round_k,1,4,13
round_shots,30,26,17
round_queries,30,78,459
round_k,1,4,13
round_shots,30,42,25
round_queries,30,126,675
round_k,1,4,13
round_shots,30,26,17
round_queries,30,78,459
round_k,1,4,13
round_shots,30,26,21
round_queries,30,78,609
round_k,1,4,14
round_shots,30,26,9
round_queries,30,78,387
round_k,1,4,21
round_shots,30,26,11
round_queries,30,78,429
round_k,1,4,19
round_shots,30,26,17
round_queries,30,78,459
round_k,1,4,13
round_shots,30,26,9
round_queries,30,78,387
round_k,1,4,21
round_shots,30,26,17
round_queries,30,78,459
round_k,1,4,13
round_shots,30,35,24
round_queries,30,105,648
round_k,1,4,13
round_shots,30,26,25
round_queries,30,78,675
round_k,1,4,13
round_shots,39,26,9
round_queries,39,78,369
round_k,1,4,20
round_shots,30,26,17
round_queries,30,78,459
round_k,1,4,13
round_shots,30,26,24
round_queries,30,78,648
round_k,1,4,13
round_shots,30,26,17
round_queries,30,78,459
round_k,1,4,13
round_shots,39,49,16
round_queries,39,147,528
round_k,1,4,16
round_shots,30,26,18
round_queries,30,78,558
round_k,1,4,15
round_shots,39,26,24
round_queries,39,78,648
round_k,1,4,13
round_shots,30,26,17
round_queries,30,78,459
round_k,1,4,13
round_shots,30,49,21
round_queries,30,147,609
round_k,1,4,14
round_shots,30,26,4
round_queries,30,78,196
round_k,1,4,24
round_shots,30,26,17
round_queries,30,78,459
round_k,1,4,13
round_shots,30,26,17
round_queries,30,78,459
round_k,1,4,13
round_shots,30,26,17
round_queries,30,78,459
round_k,1,4,13
round_shots,30,26,17
round_queries,30,78,459
round_k,1,4,13
round_shots,30,26,17
round_queries,30,78,459
round_k,1,4,13
round_shots,30,26,16
round_queries,30,78,528
round_k,1,4,16
round_shots,30,26,25
round_queries,30,78,675
round_k,1,4,13
round_shots,30,35,25
round_queries,30,105,675
round_k,1,4,13
round_shots,30,26,17
round_queries,30,78,459
round_k,1,4,13
round_shots,30,26,17
round_queries,30,78,459
round_k,1,4,13
round_shots,30,26,24
round_queries,30,78,648
round_k,1,4,13
round_shots,30,26,17
round_queries,30,78,459
round_k,1,4,13
round_shots,30,26,17
round_queries,30,78,459
round_k,1,4,13
round_shots,30,49,8
round_queries,30,147,344
round_k,1,4,21
round_shots,30,26,17
round_queries,30,78,459
round_k,1,4,13
round_shots,30,26,9
round_queries,30,78,369
round_k,1,4,20
round_shots,30,26,17
round_queries,30,78,459
round_k,1,4,13
round_shots,30,26,17
round_queries,30,78,459
round_k,1,4,13
round_shots,30,26,17
round_queries,30,78,459
round_k,1,4,13
round_shots,30,26,17
round_queries,30,78,459
round_k,1,4,13
round_shots,30,26,17
round_queries,30,78,459
round_k,1,4,13
round_shots,30,26,8
round_queries,30,78,312
round_k,1,4,19
round_shots,30,26,17
round_queries,30,78,459
round_k,1,4,13
round_shots,30,35,7
round_queries,30,105,287
round_k,1,4,20
round_shots,30,26,17
round_queries,30,78,459
round_k,1,4,13
round_shots,30,35,6
round_queries,30,105,306
round_k,1,4,25
round_shots,30,35,12
round_queries,30,105,444
round_k,1,4,18
round_shots,30,26,10
round_queries,30,78,410
round_k,1,4,20
round_shots,30,26,24
round_queries,30,78,648
round_k,1,4,13
round_shots,30,35,11
round_queries,30,105,429
round_k,1,4,19
round_shots,30,26,6
round_queries,30,78,294
round_k,1,4,24
round_shots,30,26,25
round_queries,30,78,675
round_k,1,4,13
round_shots,30,35,24
round_queries,30,105,648
round_k,1,4,13
round_shots,30,26,17
round_queries,30,78,459
round_k,1,4,13
round_shots,30,26,17
round_queries,30,78,459
round_k,1,4,13
round_shots,30,26,24
round_queries,30,78,648
round_k,1,4,13
round_shots,30,26,17
round_queries,30,78,459
round_k,1,4,13
round_shots,30,35,23
round_queries,30,105,621
round_k,1,4,13
round_shots,30,26,17
round_queries,30,78,459
round_k,1,4,13
round_shots,30,26,7
round_queries,30,78,329
round_k,1,4,23
round_shots,30,42,14
round_queries,30,126,490
round_k,1,4,17
round_shots,30,26,24
round_queries,30,78,648
round_k,1,4,13
round_shots,30,49,24
round_queries,30,147,648
round_k,1,4,13
round_shots,30,26,17
round_queries,30,78,459
round_k,1,4,13
round_shots,30,26,17
round_queries,30,78,459
round_k,1,4,13
round_shots,30,26,24
round_queries,30,78,648
round_k,1,4,13
round_shots,30,26,17
round_queries,30,78,459
round_k,1,4,13
round_shots,30,26,17
round_queries,30,78,459
round_k,1,4,13
round_shots,30,26,25
round_queries,30,78,675
round_k,1,4,13
round_shots,30,26,16
round_queries,30,78,528
round_k,1,4,16
round_shots,30,26,17
round_queries,30,78,459
round_k,1,4,13
round_shots,30,26,17
round_queries,30,78,459
round_k,1,4,13
round_shots,47,49,6
round_queries,47,147,294
round_k,1,4,24
round_shots,30,26,17
round_queries,30,78,459
round_k,1,4,13
round_shots,30,35,24
round_queries,30,105,648
round_k,1,4,13
round_shots,30,26,17
round_queries,30,78,459
round_k,1,4,13
round_shots,39,42,16
round_queries,39,126,528
round_k,1,4,16
round_shots,30,35,11
round_queries,30,105,429
round_k,1,4,19
round_shots,30,26,17
round_queries,30,78,459
round_k,1,4,13
round_shots,30,26,17
round_queries,30,78,459
round_k,1,4,13
round_shots,30,26,17
round_queries,30,78,459
round_k,1,4,13
round_shots,30,26,17
round_queries,30,78,459
round_k,1,4,13
round_shots,30,26,25
round_queries,30,78,675
round_k,1,4,13
round_shots,30,26,17
round_queries,30,78,459
round_k,1,4,13
round_shots,30,26,17
round_queries,30,78,459
round_k,1,4,13
round_shots,30,26,17
round_queries,30,78,459
round_k,1,4,13
round_shots,30,26,25
round_queries,30,78,675
round_k,1,4,13
round_shots,30,26,17
round_queries,30,78,459
round_k,1,4,13
round_shots,30,26,17
round_queries,30,78,459
round_k,1,4,13
round_shots,30,26,17
round_queries,30,78,459
round_k,1,4,13
round_shots,30,26,24
round_queries,30,78,648
round_k,1,4,13
round_shots,30,26,17
round_queries,30,78,459
round_k,1,4,13
round_shots,30,26,17
round_queries,30,78,459
round_k,1,4,13
round_shots,30,26,16
round_queries,30,78,528
round_k,1,4,16
round_shots,30,26,24
round_queries,30,78,648
round_k,1,4,13
round_shots,30,26,17
round_queries,30,78,459
round_k,1,4,13
round_shots,30,26,17
round_queries,30,78,459
round_k,1,4,13
round_shots,30,26,17
round_queries,30,78,459
round_k,1,4,13
round_shots,30,26,17
round_queries,30,78,459
round_k,1,4,13
round_shots,30,26,17
round_queries,30,78,459
round_k,1,4,13
round_shots,30,26,17
round_queries,30,78,459
round_k,1,4,13
round_shots,30,42,10
round_queries,30,126,410
round_k,1,4,20
round_shots,30,26,17
round_queries,30,78,459
round_k,1,4,13
round_shots,30,26,25
round_queries,30,78,675
round_k,1,4,13
round_shots,30,26,25
round_queries,30,78,675
round_k,1,4,13
round_shots,30,26,7
round_queries,30,78,329
round_k,1,4,23
round_shots,30,26,17
round_queries,30,78,459
round_k,1,4,13
round_shots,39,26,24
round_queries,39,78,648
round_k,1,4,13
round_shots,39,42,18
round_queries,39,126,558
round_k,1,4,15
round_shots,30,26,17
round_queries,30,78,459
round_k,1,4,13
round_shots,30,26,17
round_queries,30,78,459
round_k,1,4,13
round_shots,30,26,17
round_queries,30,78,459
round_k,1,4,13
round_shots,30,26,17
round_queries,30,78,459
round_k,1,4,13
round_shots,30,35,12
round_queries,30,105,444
round_k,1,4,18
round_shots,30,26,17
round_queries,30,78,459
round_k,1,4,13
round_shots,30,26,17
round_queries,30,78,459
round_k,1,4,13
round_shots,30,26,24
round_queries,30,78,648
round_k,1,4,13
round_shots,30,26,8
round_queries,30,78,344
round_k,1,4,21
round_shots,30,26,6
round_queries,30,78,294
round_k,1,4,24
round_shots,30,26,17
round_queries,30,78,459
round_k,1,4,13
round_shots,30,35,7
round_queries,30,105,329
round_k,1,4,23
round_shots,30,26,17
round_queries,30,78,459
round_k,1,4,13
round_shots,30,26,17
round_queries,30,78,459
round_k,1,4,13
round_shots,30,26,6
round_queries,30,78,306
round_k,1,4,25
round_shots,30,26,17
round_queries,30,78,459
round_k,1,4,13
round_shots,30,26,7
round_queries,30,78,329
